vocab_id,label,source_system,source_id,lang,label_type
ESCO:http://data.europa.eu/esco/skill/016cee6c-9e95-466c-bd51-d63327751aa2:pref_en,assess railway operations,ESCO,http://data.europa.eu/esco/skill/016cee6c-9e95-466c-bd51-d63327751aa2,en,preferred
ESCO:http://data.europa.eu/esco/skill/016e7bf4-fe86-4a1f-ace1-54e5b697293d:pref_en,practise extreme sports,ESCO,http://data.europa.eu/esco/skill/016e7bf4-fe86-4a1f-ace1-54e5b697293d,en,preferred
ESCO:http://data.europa.eu/esco/skill/0171653e-c8e9-4c24-bb86-a4b6fe038f25:pref_en,adopt ways to foster biodiversity and animal welfare,ESCO,http://data.europa.eu/esco/skill/0171653e-c8e9-4c24-bb86-a4b6fe038f25,en,preferred
ESCO:http://data.europa.eu/esco/skill/0174a9e6-bf12-4ac3-bfc3-0a5469410f18:pref_en,provide chaperone for children on set,ESCO,http://data.europa.eu/esco/skill/0174a9e6-bf12-4ac3-bfc3-0a5469410f18,en,preferred
ESCO:http://data.europa.eu/esco/skill/01755f08-4df4-4cf0-8d22-08f94cad68b5:pref_en,organise labour,ESCO,http://data.europa.eu/esco/skill/01755f08-4df4-4cf0-8d22-08f94cad68b5,en,preferred
ESCO:http://data.europa.eu/esco/skill/017738e7-7d12-4e87-a580-8523405bab96:pref_en,use glass engraving tools,ESCO,http://data.europa.eu/esco/skill/017738e7-7d12-4e87-a580-8523405bab96,en,preferred
ESCO:http://data.europa.eu/esco/skill/017d3b78-ebfa-431d-acc5-8050e9b0fdc8:pref_en,operate wrecking ball,ESCO,http://data.europa.eu/esco/skill/017d3b78-ebfa-431d-acc5-8050e9b0fdc8,en,preferred
ESCO:http://data.europa.eu/esco/skill/018164df-2814-4926-bdf7-398d86b9dfe6:pref_en,evaluate garment quality,ESCO,http://data.europa.eu/esco/skill/018164df-2814-4926-bdf7-398d86b9dfe6,en,preferred
ESCO:http://data.europa.eu/esco/skill/01819474-b960-4b8f-b020-2da26518d43a:pref_en,apply for refunds,ESCO,http://data.europa.eu/esco/skill/01819474-b960-4b8f-b020-2da26518d43a,en,preferred
ESCO:http://data.europa.eu/esco/skill/01895f13-1989-4756-80d6-9b9ee19ddb32:pref_en,perform a feasibility study for building management systems,ESCO,http://data.europa.eu/esco/skill/01895f13-1989-4756-80d6-9b9ee19ddb32,en,preferred
ESCO:http://data.europa.eu/esco/skill/0189f448-179e-47cc-9716-c5c3ac4b1aec:pref_en,Absorb (learning management systems),ESCO,http://data.europa.eu/esco/skill/0189f448-179e-47cc-9716-c5c3ac4b1aec,en,preferred
ESCO:http://data.europa.eu/esco/skill/0194a8eb-c262-411a-ad3f-f3d587630562:pref_en,peform small vessel administrative duties,ESCO,http://data.europa.eu/esco/skill/0194a8eb-c262-411a-ad3f-f3d587630562,en,preferred
ESCO:http://data.europa.eu/esco/skill/0196d283-9b1a-43a5-b219-43580c7cf560:pref_en,cosmetics ingredients,ESCO,http://data.europa.eu/esco/skill/0196d283-9b1a-43a5-b219-43580c7cf560,en,preferred
ESCO:http://data.europa.eu/esco/skill/01a6e6ae-32d5-440a-bdb3-c9ed8a1f57c0:pref_en,human dynamics as part of hospitality security,ESCO,http://data.europa.eu/esco/skill/01a6e6ae-32d5-440a-bdb3-c9ed8a1f57c0,en,preferred
ESCO:http://data.europa.eu/esco/skill/01c03003-516d-43c6-8477-45c472413521:pref_en,advise on construction materials,ESCO,http://data.europa.eu/esco/skill/01c03003-516d-43c6-8477-45c472413521,en,preferred
ESCO:http://data.europa.eu/esco/skill/01c4bbed-0449-44c9-9c05-48c30ffdcc22:pref_en,maintain rotating equipment,ESCO,http://data.europa.eu/esco/skill/01c4bbed-0449-44c9-9c05-48c30ffdcc22,en,preferred
ESCO:http://data.europa.eu/esco/skill/01d269d9-b058-4d6c-82a0-3779af9a124b:pref_en,develop blockchain innovative architectures,ESCO,http://data.europa.eu/esco/skill/01d269d9-b058-4d6c-82a0-3779af9a124b,en,preferred
ESCO:http://data.europa.eu/esco/skill/01d3d692-dcba-4544-82d2-fc27726bdbbc:pref_en,pump products for storage,ESCO,http://data.europa.eu/esco/skill/01d3d692-dcba-4544-82d2-fc27726bdbbc,en,preferred
ESCO:http://data.europa.eu/esco/skill/01d80f57-3906-44e9-8592-fd1bd8a35808:pref_en,medico-biological and medical sciences related to dentistry,ESCO,http://data.europa.eu/esco/skill/01d80f57-3906-44e9-8592-fd1bd8a35808,en,preferred
ESCO:http://data.europa.eu/esco/skill/01e5d2e2-d368-4fb9-9be9-9923146482c4:pref_en,attend to detail in casting processes,ESCO,http://data.europa.eu/esco/skill/01e5d2e2-d368-4fb9-9be9-9923146482c4,en,preferred
ESCO:http://data.europa.eu/esco/skill/01e66e1c-97d9-4829-bee1-f3ab649161e8:pref_en,biomedical science,ESCO,http://data.europa.eu/esco/skill/01e66e1c-97d9-4829-bee1-f3ab649161e8,en,preferred
ESCO:http://data.europa.eu/esco/skill/01e7dee7-3ff1-4807-acad-058dbed91aba:pref_en,keep up to date on product knowledge,ESCO,http://data.europa.eu/esco/skill/01e7dee7-3ff1-4807-acad-058dbed91aba,en,preferred
ESCO:http://data.europa.eu/esco/skill/01f10952-cb59-4347-9aee-d4fbc51c870a:pref_en,write Hungarian,ESCO,http://data.europa.eu/esco/skill/01f10952-cb59-4347-9aee-d4fbc51c870a,en,preferred
ESCO:http://data.europa.eu/esco/skill/01f91b5b-3e2f-40a2-ab88-bc8113c0ab37:pref_en,monitor drilling fluid,ESCO,http://data.europa.eu/esco/skill/01f91b5b-3e2f-40a2-ab88-bc8113c0ab37,en,preferred
ESCO:http://data.europa.eu/esco/skill/01faf296-e037-494c-bb1c-65bda5aed750:pref_en,develop efficiency plans for maritime shipping,ESCO,http://data.europa.eu/esco/skill/01faf296-e037-494c-bb1c-65bda5aed750,en,preferred
ESCO:http://data.europa.eu/esco/skill/01fec851-b5f4-419b-940a-3b4c835adfa8:pref_en,tend packaging machines,ESCO,http://data.europa.eu/esco/skill/01fec851-b5f4-419b-940a-3b4c835adfa8,en,preferred
ESCO:http://data.europa.eu/esco/skill/01ffbbf3-0c62-45e0-92d9-01a86dc7c81d:pref_en,advise on clay products handling,ESCO,http://data.europa.eu/esco/skill/01ffbbf3-0c62-45e0-92d9-01a86dc7c81d,en,preferred
ESCO:http://data.europa.eu/esco/skill/0200e5e6-218d-4dae-b1ab-250382250ecb:pref_en,maintain drilling equipment,ESCO,http://data.europa.eu/esco/skill/0200e5e6-218d-4dae-b1ab-250382250ecb,en,preferred
ESCO:http://data.europa.eu/esco/skill/02053349-bc3a-4945-bcf7-33d2136c14d5:pref_en,control tree diseases,ESCO,http://data.europa.eu/esco/skill/02053349-bc3a-4945-bcf7-33d2136c14d5,en,preferred
ESCO:http://data.europa.eu/esco/skill/02058de6-4b98-449f-8a45-8588b0eb2446:pref_en,network engineering,ESCO,http://data.europa.eu/esco/skill/02058de6-4b98-449f-8a45-8588b0eb2446,en,preferred
ESCO:http://data.europa.eu/esco/skill/0207f83d-a1e4-4b47-b80c-84d41257791f:pref_en,analyse the artistic concept based on stage actions,ESCO,http://data.europa.eu/esco/skill/0207f83d-a1e4-4b47-b80c-84d41257791f,en,preferred
ESCO:http://data.europa.eu/esco/skill/020918ef-4b55-47c1-8430-ab7b8f6a7377:pref_en,migrate existing data,ESCO,http://data.europa.eu/esco/skill/020918ef-4b55-47c1-8430-ab7b8f6a7377,en,preferred
ESCO:http://data.europa.eu/esco/skill/020b3c27-bae1-4b85-9d6f-eccee0f5ed99:pref_en,manage supplies,ESCO,http://data.europa.eu/esco/skill/020b3c27-bae1-4b85-9d6f-eccee0f5ed99,en,preferred
ESCO:http://data.europa.eu/esco/skill/02137a68-6860-45e8-8e4d-38db467bb8b6:pref_en,human factors regarding safety,ESCO,http://data.europa.eu/esco/skill/02137a68-6860-45e8-8e4d-38db467bb8b6,en,preferred
ESCO:http://data.europa.eu/esco/skill/021c8a09-6b8d-4708-a5dd-17677e846640:pref_en,understand spoken Luxembourgish,ESCO,http://data.europa.eu/esco/skill/021c8a09-6b8d-4708-a5dd-17677e846640,en,preferred
ESCO:http://data.europa.eu/esco/skill/021cf226-3dac-4712-9738-24bf0952c064:pref_en,perform roof maintenance,ESCO,http://data.europa.eu/esco/skill/021cf226-3dac-4712-9738-24bf0952c064,en,preferred
ESCO:http://data.europa.eu/esco/skill/0227a4f4-f979-4e5a-bd11-93744f339246:pref_en,types of digesters,ESCO,http://data.europa.eu/esco/skill/0227a4f4-f979-4e5a-bd11-93744f339246,en,preferred
ESCO:http://data.europa.eu/esco/skill/022dc430-872a-473a-9cf4-fed4895e58ad:pref_en,define database physical structure,ESCO,http://data.europa.eu/esco/skill/022dc430-872a-473a-9cf4-fed4895e58ad,en,preferred
ESCO:http://data.europa.eu/esco/skill/0232e2ee-5535-46e0-9c64-ea80c896c62f:pref_en,lay stones,ESCO,http://data.europa.eu/esco/skill/0232e2ee-5535-46e0-9c64-ea80c896c62f,en,preferred
ESCO:http://data.europa.eu/esco/skill/0234bf2c-0483-4953-be59-edc2fcdd9e4b:pref_en,assemble circus rigging equipment,ESCO,http://data.europa.eu/esco/skill/0234bf2c-0483-4953-be59-edc2fcdd9e4b,en,preferred
ESCO:http://data.europa.eu/esco/skill/0238dd62-d407-4a87-ae0c-e08cd7b4ea8d:pref_en,manage documentation of prior learning assessments,ESCO,http://data.europa.eu/esco/skill/0238dd62-d407-4a87-ae0c-e08cd7b4ea8d,en,preferred
ESCO:http://data.europa.eu/esco/skill/023e4b09-a193-4c2b-9009-f7dc9326a19b:pref_en,perform oral health diagnosis,ESCO,http://data.europa.eu/esco/skill/023e4b09-a193-4c2b-9009-f7dc9326a19b,en,preferred
ESCO:http://data.europa.eu/esco/skill/023f4870-b417-4bd2-b0ae-78e61587c79f:pref_en,geomatics,ESCO,http://data.europa.eu/esco/skill/023f4870-b417-4bd2-b0ae-78e61587c79f,en,preferred
ESCO:http://data.europa.eu/esco/skill/023faef3-0633-436d-8b91-389c45c1421c:pref_en,contamination exposure regulations,ESCO,http://data.europa.eu/esco/skill/023faef3-0633-436d-8b91-389c45c1421c,en,preferred
ESCO:http://data.europa.eu/esco/skill/024037ca-96a9-4cb8-ba86-2cd5a209c90a:pref_en,Maltego,ESCO,http://data.europa.eu/esco/skill/024037ca-96a9-4cb8-ba86-2cd5a209c90a,en,preferred
ESCO:http://data.europa.eu/esco/skill/0240c5a8-d8ec-4cd5-948f-4649334c01b8:pref_en,search historical sources in archives,ESCO,http://data.europa.eu/esco/skill/0240c5a8-d8ec-4cd5-948f-4649334c01b8,en,preferred
ESCO:http://data.europa.eu/esco/skill/024910a2-1ee8-4f07-bac6-33b577d9392e:pref_en,supervise performers' fights,ESCO,http://data.europa.eu/esco/skill/024910a2-1ee8-4f07-bac6-33b577d9392e,en,preferred
ESCO:http://data.europa.eu/esco/skill/0253b09a-7217-43fc-b62f-e6b23ffebac9:pref_en,develop script bible,ESCO,http://data.europa.eu/esco/skill/0253b09a-7217-43fc-b62f-e6b23ffebac9,en,preferred
ESCO:http://data.europa.eu/esco/skill/0256f6b0-f4a9-4c5e-9cfd-96d58a2a70fe:pref_en,operate radio equipment,ESCO,http://data.europa.eu/esco/skill/0256f6b0-f4a9-4c5e-9cfd-96d58a2a70fe,en,preferred
ESCO:http://data.europa.eu/esco/skill/02619401-8e21-46e5-8f19-204747fd755d:pref_en,remove contaminated materials,ESCO,http://data.europa.eu/esco/skill/02619401-8e21-46e5-8f19-204747fd755d,en,preferred
ESCO:http://data.europa.eu/esco/skill/026db24f-6972-460b-a784-d34afaf8d498:pref_en,inspect paint quality,ESCO,http://data.europa.eu/esco/skill/026db24f-6972-460b-a784-d34afaf8d498,en,preferred
ESCO:http://data.europa.eu/esco/skill/027f47ba-2435-47dc-9fd3-5f05c6a52e93:pref_en,styles of boxes,ESCO,http://data.europa.eu/esco/skill/027f47ba-2435-47dc-9fd3-5f05c6a52e93,en,preferred
ESCO:http://data.europa.eu/esco/skill/02820870-3b92-480b-8475-8a521563ea3c:pref_en,collect property financial information,ESCO,http://data.europa.eu/esco/skill/02820870-3b92-480b-8475-8a521563ea3c,en,preferred
ESCO:http://data.europa.eu/esco/skill/0295b2a4-fb86-495f-9547-d479532fc4c2:pref_en,trace financial transactions,ESCO,http://data.europa.eu/esco/skill/0295b2a4-fb86-495f-9547-d479532fc4c2,en,preferred
ESCO:http://data.europa.eu/esco/skill/029e2bb0-6dd8-4600-bb89-ac7480ae8fb0:pref_en,contribute to quality physiotherapy services,ESCO,http://data.europa.eu/esco/skill/029e2bb0-6dd8-4600-bb89-ac7480ae8fb0,en,preferred
ESCO:http://data.europa.eu/esco/skill/02a78cf3-8b31-4911-bcad-c989a1b7ff40:pref_en,install radiators,ESCO,http://data.europa.eu/esco/skill/02a78cf3-8b31-4911-bcad-c989a1b7ff40,en,preferred
ESCO:http://data.europa.eu/esco/skill/02ae2a55-4b7c-41d2-86ec-9a2a38b73fe6:pref_en,advise on care products for pets,ESCO,http://data.europa.eu/esco/skill/02ae2a55-4b7c-41d2-86ec-9a2a38b73fe6,en,preferred
ESCO:http://data.europa.eu/esco/skill/02b6350e-433a-42b1-b620-92fc53b9a14d:pref_en,operate remote sensing equipment,ESCO,http://data.europa.eu/esco/skill/02b6350e-433a-42b1-b620-92fc53b9a14d,en,preferred
ESCO:http://data.europa.eu/esco/skill/02bbd0fb-b108-49a8-9c48-5b0c447d3fdf:pref_en,calculate stairs rise and run,ESCO,http://data.europa.eu/esco/skill/02bbd0fb-b108-49a8-9c48-5b0c447d3fdf,en,preferred
